date,dau,month,mau,dau_mau_ratio
2024-07-15,4,2024-07,90,0.044444444444444446
2024-07-16,6,2024-07,90,0.06666666666666667
2024-07-17,5,2024-07,90,0.05555555555555555
2024-07-18,7,2024-07,90,0.07777777777777778
2024-07-19,6,2024-07,90,0.06666666666666667
2024-07-20,4,2024-07,90,0.044444444444444446
2024-07-21,3,2024-07,90,0.03333333333333333
2024-07-22,6,2024-07,90,0.06666666666666667
2024-07-23,9,2024-07,90,0.1
2024-07-24,5,2024-07,90,0.05555555555555555
2024-07-25,6,2024-07,90,0.06666666666666667
2024-07-26,10,2024-07,90,0.1111111111111111
2024-07-27,5,2024-07,90,0.05555555555555555
2024-07-28,6,2024-07,90,0.06666666666666667
2024-07-29,10,2024-07,90,0.1111111111111111
2024-07-30,1,2024-07,90,0.011111111111111112
2024-07-31,9,2024-07,90,0.1
2024-08-01,6,2024-08,93,0.06451612903225806
2024-08-02,5,2024-08,93,0.053763440860215055
2024-08-03,8,2024-08,93,0.08602150537634409
2024-08-04,6,2024-08,93,0.06451612903225806
2024-08-05,4,2024-08,93,0.043010752688172046
2024-08-06,9,2024-08,93,0.0967741935483871
2024-08-07,7,2024-08,93,0.07526881720430108
2024-08-08,10,2024-08,93,0.10752688172043011
2024-08-09,11,2024-08,93,0.11827956989247312
2024-08-10,10,2024-08,93,0.10752688172043011
2024-08-11,6,2024-08,93,0.06451612903225806
2024-08-12,5,2024-08,93,0.053763440860215055
2024-08-13,6,2024-08,93,0.06451612903225806
2024-08-14,4,2024-08,93,0.043010752688172046
2024-08-15,4,2024-08,93,0.043010752688172046
2024-08-16,7,2024-08,93,0.07526881720430108
2024-08-17,4,2024-08,93,0.043010752688172046
2024-08-18,5,2024-08,93,0.053763440860215055
2024-08-19,7,2024-08,93,0.07526881720430108
2024-08-20,6,2024-08,93,0.06451612903225806
2024-08-21,3,2024-08,93,0.03225806451612903
2024-08-22,6,2024-08,93,0.06451612903225806
2024-08-23,7,2024-08,93,0.07526881720430108
2024-08-24,9,2024-08,93,0.0967741935483871
2024-08-25,10,2024-08,93,0.10752688172043011
2024-08-26,7,2024-08,93,0.07526881720430108
2024-08-27,15,2024-08,93,0.16129032258064516
2024-08-28,9,2024-08,93,0.0967741935483871
2024-08-29,11,2024-08,93,0.11827956989247312
2024-08-30,8,2024-08,93,0.08602150537634409
2024-08-31,5,2024-08,93,0.053763440860215055
2024-09-01,6,2024-09,92,0.06521739130434782
2024-09-02,1,2024-09,92,0.010869565217391304
2024-09-03,7,2024-09,92,0.07608695652173914
2024-09-04,7,2024-09,92,0.07608695652173914
2024-09-05,2,2024-09,92,0.021739130434782608
2024-09-06,12,2024-09,92,0.13043478260869565
2024-09-07,5,2024-09,92,0.05434782608695652
2024-09-08,5,2024-09,92,0.05434782608695652
2024-09-09,9,2024-09,92,0.09782608695652174
2024-09-10,8,2024-09,92,0.08695652173913043
2024-09-11,4,2024-09,92,0.043478260869565216
2024-09-12,9,2024-09,92,0.09782608695652174
2024-09-13,11,2024-09,92,0.11956521739130435
2024-09-14,11,2024-09,92,0.11956521739130435
2024-09-15,6,2024-09,92,0.06521739130434782
2024-09-16,7,2024-09,92,0.07608695652173914
2024-09-17,7,2024-09,92,0.07608695652173914
2024-09-18,3,2024-09,92,0.03260869565217391
2024-09-19,4,2024-09,92,0.043478260869565216
2024-09-20,5,2024-09,92,0.05434782608695652
2024-09-21,2,2024-09,92,0.021739130434782608
2024-09-22,11,2024-09,92,0.11956521739130435
2024-09-23,4,2024-09,92,0.043478260869565216
2024-09-24,6,2024-09,92,0.06521739130434782
2024-09-25,11,2024-09,92,0.11956521739130435
2024-09-26,3,2024-09,92,0.03260869565217391
2024-09-27,4,2024-09,92,0.043478260869565216
2024-09-28,2,2024-09,92,0.021739130434782608
2024-09-29,12,2024-09,92,0.13043478260869565
2024-09-30,8,2024-09,92,0.08695652173913043
2024-10-01,4,2024-10,88,0.045454545454545456
2024-10-02,4,2024-10,88,0.045454545454545456
2024-10-03,6,2024-10,88,0.06818181818181818
2024-10-04,11,2024-10,88,0.125
2024-10-05,5,2024-10,88,0.056818181818181816
2024-10-06,8,2024-10,88,0.09090909090909091
2024-10-07,5,2024-10,88,0.056818181818181816
2024-10-08,5,2024-10,88,0.056818181818181816
2024-10-09,11,2024-10,88,0.125
2024-10-10,6,2024-10,88,0.06818181818181818
2024-10-11,3,2024-10,88,0.03409090909090909
2024-10-12,15,2024-10,88,0.17045454545454544
2024-10-13,4,2024-10,88,0.045454545454545456
2024-10-14,7,2024-10,88,0.07954545454545454
2024-10-15,7,2024-10,88,0.07954545454545454
2024-10-16,7,2024-10,88,0.07954545454545454
2024-10-17,10,2024-10,88,0.11363636363636363
2024-10-18,6,2024-10,88,0.06818181818181818
2024-10-19,3,2024-10,88,0.03409090909090909
2024-10-20,4,2024-10,88,0.045454545454545456
2024-10-21,7,2024-10,88,0.07954545454545454
2024-10-22,3,2024-10,88,0.03409090909090909
2024-10-23,5,2024-10,88,0.056818181818181816
2024-10-24,5,2024-10,88,0.056818181818181816
2024-10-25,5,2024-10,88,0.056818181818181816
2024-10-26,9,2024-10,88,0.10227272727272728
2024-10-27,8,2024-10,88,0.09090909090909091
2024-10-28,8,2024-10,88,0.09090909090909091
2024-10-29,13,2024-10,88,0.14772727272727273
2024-10-30,8,2024-10,88,0.09090909090909091
2024-10-31,6,2024-10,88,0.06818181818181818
2024-11-01,8,2024-11,94,0.0851063829787234
2024-11-02,9,2024-11,94,0.09574468085106383
2024-11-03,5,2024-11,94,0.05319148936170213
2024-11-04,6,2024-11,94,0.06382978723404255
2024-11-05,9,2024-11,94,0.09574468085106383
2024-11-06,4,2024-11,94,0.0425531914893617
2024-11-07,4,2024-11,94,0.0425531914893617
2024-11-08,10,2024-11,94,0.10638297872340426
2024-11-09,3,2024-11,94,0.031914893617021274
2024-11-10,4,2024-11,94,0.0425531914893617
2024-11-11,6,2024-11,94,0.06382978723404255
2024-11-12,4,2024-11,94,0.0425531914893617
2024-11-13,9,2024-11,94,0.09574468085106383
2024-11-14,6,2024-11,94,0.06382978723404255
2024-11-15,7,2024-11,94,0.07446808510638298
2024-11-16,7,2024-11,94,0.07446808510638298
2024-11-17,10,2024-11,94,0.10638297872340426
2024-11-18,8,2024-11,94,0.0851063829787234
2024-11-19,7,2024-11,94,0.07446808510638298
2024-11-20,8,2024-11,94,0.0851063829787234
2024-11-21,8,2024-11,94,0.0851063829787234
2024-11-22,8,2024-11,94,0.0851063829787234
2024-11-23,6,2024-11,94,0.06382978723404255
2024-11-24,8,2024-11,94,0.0851063829787234
2024-11-25,12,2024-11,94,0.1276595744680851
2024-11-26,8,2024-11,94,0.0851063829787234
2024-11-27,4,2024-11,94,0.0425531914893617
2024-11-28,5,2024-11,94,0.05319148936170213
2024-11-29,8,2024-11,94,0.0851063829787234
2024-11-30,4,2024-11,94,0.0425531914893617
2024-12-01,4,2024-12,87,0.04597701149425287
2024-12-02,9,2024-12,87,0.10344827586206896
2024-12-03,6,2024-12,87,0.06896551724137931
2024-12-04,3,2024-12,87,0.034482758620689655
2024-12-05,8,2024-12,87,0.09195402298850575
2024-12-06,7,2024-12,87,0.08045977011494253
2024-12-07,6,2024-12,87,0.06896551724137931
2024-12-08,9,2024-12,87,0.10344827586206896
2024-12-09,6,2024-12,87,0.06896551724137931
2024-12-10,5,2024-12,87,0.05747126436781609
2024-12-11,6,2024-12,87,0.06896551724137931
2024-12-12,15,2024-12,87,0.1724137931034483
2024-12-13,5,2024-12,87,0.05747126436781609
2024-12-14,10,2024-12,87,0.11494252873563218
2024-12-15,10,2024-12,87,0.11494252873563218
2024-12-16,7,2024-12,87,0.08045977011494253
2024-12-17,10,2024-12,87,0.11494252873563218
2024-12-18,3,2024-12,87,0.034482758620689655
2024-12-19,7,2024-12,87,0.08045977011494253
2024-12-20,9,2024-12,87,0.10344827586206896
2024-12-21,7,2024-12,87,0.08045977011494253
2024-12-22,4,2024-12,87,0.04597701149425287
2024-12-23,6,2024-12,87,0.06896551724137931
2024-12-24,4,2024-12,87,0.04597701149425287
2024-12-25,4,2024-12,87,0.04597701149425287
2024-12-26,4,2024-12,87,0.04597701149425287
2024-12-27,6,2024-12,87,0.06896551724137931
2024-12-28,8,2024-12,87,0.09195402298850575
2024-12-29,9,2024-12,87,0.10344827586206896
2024-12-30,8,2024-12,87,0.09195402298850575
